5.000000
32 32 32
128.000000 128.000000 128.000000
48.000000 48.000000 48.000000
13.751194 474.970756 118.319614
24143 15 18 23
0.678403 0.286874 -0.676368 10.005427
14959 15 19 14
-0.990858 -0.133797 0.017262 15.885161
15983 15 19 15
-0.893293 -0.423994 -0.149188 15.452929
19055 15 19 18
0.493983 0.855200 0.156884 13.889977
20079 15 19 19
0.133095 0.953374 -0.270858 13.728594
23151 15 19 22
0.942204 0.152997 -0.298066 14.635023
14991 15 20 14
-0.453076 -0.891117 0.025166 12.077748
17039 15 20 16
-0.573021 0.186896 0.797945 14.835710
18063 15 20 17
-0.703639 0.618571 -0.349660 15.177113
21135 15 20 20
-0.206448 0.970019 0.128226 17.073118
17071 15 21 16
-0.237361 0.653849 0.718429 16.461046
21167 15 21 20
0.069676 -0.990046 0.122284 18.425699
24239 15 21 23
0.041357 0.703806 -0.709187 16.226946
16079 15 22 15
0.014012 -0.242130 0.970143 12.430213
17103 15 22 16
-0.389657 -0.170113 0.905113 17.838352
18127 15 22 17
-0.790906 0.611100 -0.032003 19.564583
23247 15 22 22
0.219056 -0.890223 0.399397 19.290207
25295 15 22 24
-0.413568 0.268293 -0.870046 14.857351
26319 15 22 25
-0.287472 0.134962 -0.948232 6.779858
17135 15 23 16
-0.241702 -0.585126 0.774085 14.837338
18159 15 23 17
-0.164549 -0.797797 0.580037 19.310009
19183 15 23 18
-0.305375 -0.636109 -0.708598 18.631683
20207 15 23 19
-0.616373 -0.435597 -0.656003 16.435547
24303 15 23 23
-0.806146 -0.580091 -0.116721 18.328276
25327 15 23 24
-0.574643 -0.247041 -0.780228 14.757870
18191 15 24 17
-0.035748 -0.947859 0.316680 14.364069
21263 15 24 20
-0.990415 -0.035185 -0.133567 13.908019
23311 15 24 22
-0.797019 -0.476038 0.371684 14.410792
24335 15 24 23
-0.654352 -0.714087 -0.248802 15.020460
21295 15 25 20
-0.932826 -0.360028 -0.014707 12.576545
22319 15 25 21
-0.834808 -0.516039 -0.191831 11.360824
23343 15 25 22
-0.721081 -0.692851 -0.000104 10.827778
24367 15 25 23
-0.620991 -0.695566 -0.361328 9.593686
12592 16 9 12
0.487421 0.831326 0.267054 12.108526
10576 16 10 10
0.200672 0.696788 0.688634 12.104818
13648 16 10 13
-0.486764 0.399781 -0.776682 14.617907
11632 16 11 11
0.862201 0.496173 -0.102081 15.770981
12656 16 11 12
-0.699267 -0.694519 0.169320 15.748594
10640 16 12 10
0.254563 0.048965 0.965816 15.482579
11664 16 12 11
0.589699 0.626783 -0.509311 16.308184
10672 16 13 10
-0.111627 -0.238370 0.964738 15.139218
12720 16 13 12
-0.680278 -0.109890 -0.724670 16.561596
13744 16 13 13
-0.386789 -0.436376 -0.812386 14.742273
14768 16 13 14
-0.241008 -0.176600 -0.954321 11.659763
10704 16 14 10
-0.382646 -0.504665 0.773883 12.775834
15824 16 14 15
-0.357081 -0.025421 -0.933728 6.350220
10736 16 15 10
-0.449080 -0.594861 0.666684 8.482822
11760 16 15 11
-0.629737 -0.694957 0.347082 12.364901
12816 16 16 12
-0.527925 -0.831196 0.174381 8.659466
13840 16 16 13
-0.676372 -0.733273 -0.069503 9.042448
14864 16 16 14
-0.815687 -0.505625 -0.281068 8.143488
16944 16 17 16
0.198450 0.976780 -0.080733 10.315254
20016 16 17 19
0.288886 0.925366 -0.245446 7.247624
13904 16 18 13
-0.704009 0.657064 0.269514 9.386381
16976 16 18 16
0.446358 0.883415 -0.142623 13.789235
19024 16 18 18
0.435392 0.895506 0.092210 13.589621
20048 16 18 19
0.428276 0.784637 -0.448245 12.365999
22096 16 18 21
0.615138 0.634810 0.467569 14.130418
23120 16 18 22
0.563152 0.790686 0.240158 17.102314
24144 16 18 23
0.570258 0.314418 -0.758911 15.318349
13936 16 19 13
-0.641280 0.030066 0.766718 12.161230
14960 16 19 14
-0.952996 0.007722 -0.302885 12.602542
17008 16 19 16
0.367837 -0.376352 0.850327 14.141878
19056 16 19 18
0.863010 0.391557 0.319214 16.477549
20080 16 19 19
0.548912 0.502727 -0.667804 15.365464
22128 16 19 21
0.750651 0.310150 0.583379 17.153624
13968 16 20 13
-0.114223 -0.864713 0.489105 9.087185
17040 16 20 16
0.128119 0.342054 0.930905 14.205038
19088 16 20 18
0.926766 0.111540 0.358697 17.148123
20112 16 20 19
0.566138 0.734778 -0.373616 17.268587
23184 16 20 22
0.754606 0.314169 -0.576080 19.404425
24208 16 20 23
0.498775 0.140839 -0.855212 15.480049
19120 16 21 18
0.931199 0.255540 0.259939 17.753124
20144 16 21 19
0.600635 -0.766548 0.227248 18.332087
21168 16 21 20
-0.084031 -0.376025 0.922791 18.839449
22192 16 21 21
0.544002 -0.016159 0.838929 21.205059
23216 16 21 22
0.043878 0.098164 -0.994202 20.282133
16080 16 22 15
-0.107923 -0.547584 0.829762 11.859716
18128 16 22 17
0.372846 0.552298 0.745622 18.937126
19152 16 22 18
-0.215783 -0.205604 -0.954550 17.980402
20176 16 22 19
-0.448606 -0.795785 -0.406792 16.269924
23248 16 22 22
-0.112564 -0.906795 -0.406267 19.244335
24272 16 22 23
-0.446960 -0.006992 -0.894527 16.574337
18160 16 23 17
-0.592459 -0.655138 0.468813 17.840961
21232 16 23 20
-0.575829 -0.743426 -0.340204 11.192657
23280 16 23 22
-0.178704 -0.901110 0.395052 14.825422
18192 16 24 17
-0.451093 -0.860879 0.235377 12.423888
20240 16 24 19
-0.686981 -0.704590 -0.177793 9.372650
11537 17 8 11
0.640353 0.228124 0.733422 11.267874
12561 17 8 12
0.935969 0.352019 -0.006725 13.921536
13585 17 8 13
0.533474 0.476107 -0.699090 11.795180
13617 17 9 13
0.287532 0.073772 -0.954926 13.104882
10577 17 10 10
-0.639768 0.456974 0.617958 10.907699
11601 17 10 11
-0.880053 0.326971 0.344378 13.143233
13649 17 10 13
-0.488253 -0.240346 -0.838953 12.668380
10609 17 11 10
-0.876456 0.114020 0.467787 12.601727
11633 17 11 11
-0.999592 -0.028385 -0.003297 13.792868
12657 17 11 12
-0.912055 -0.348354 -0.216346 13.214231
13681 17 11 13
-0.690507 -0.380013 -0.615459 10.778077
10641 17 12 10
-0.907310 -0.051706 0.417272 12.747078
11665 17 12 11
-0.981480 -0.056839 -0.182941 13.173762
11729 17 14 11
-0.759232 -0.537174 0.367438 12.233463
12753 17 14 12
-0.845231 -0.477586 -0.239785 12.973851
13777 17 14 13
-0.588956 -0.510836 -0.626240 10.933399
14801 17 14 14
-0.303531 -0.644567 -0.701714 8.486582
15825 17 14 15
0.286386 -0.436603 -0.852855 5.551696
16945 17 17 16
-0.049183 0.998405 0.027732 10.693517
17969 17 17 17
0.180300 0.964966 -0.190609 9.731052
16977 17 18 16
0.220378 0.954926 0.198872 14.776675
19025 17 18 18
-0.238134 0.964550 0.113739 14.120835
22097 17 18 21
0.160293 0.926673 0.339977 17.119762
24145 17 18 23
0.126779 0.589330 -0.797883 17.428196
17009 17 19 16
0.514903 -0.275605 0.811737 15.397439
19057 17 19 18
-0.764912 0.632339 0.122711 17.000162
22129 17 19 21
0.115978 0.597997 0.793063 19.739422
13969 17 20 13
-0.703605 -0.550622 0.449172 6.776804
14993 17 20 14
-0.848181 -0.495533 0.187182 7.955510
18065 17 20 17
-0.243393 0.665753 0.705360 17.604572
19089 17 20 18
-0.994328 0.076867 -0.073508 18.001150
24209 17 20 23
0.031435 -0.278724 -0.959857 17.359924
25233 17 20 24
0.205771 0.131177 -0.969768 11.215755
18097 17 21 17
-0.995934 -0.002748 -0.090043 18.270037
20145 17 21 19
-0.753054 -0.656788 -0.039227 16.489798
22193 17 21 21
-0.818730 -0.269390 0.507060 20.260824
25265 17 21 24
0.212834 -0.029504 -0.976643 11.910030
16081 17 22 15
-0.104596 -0.646779 0.755471 11.196797
18129 17 22 17
-0.868548 -0.488035 -0.086289 16.778229
22225 17 22 21
-0.149143 -0.746197 0.648804 17.855358
25297 17 22 24
0.034063 -0.323557 -0.945595 10.491255
18161 17 23 17
-0.828278 -0.555357 0.074395 12.379118
24305 17 23 23
0.052182 -0.675852 -0.735187 13.994275
12498 18 6 12
0.155571 0.938822 -0.307264 6.504415
11506 18 7 11
0.438802 0.676392 0.591563 12.316562
12530 18 7 12
0.031319 0.872897 -0.486898 12.496395
11538 18 8 11
0.344724 0.068209 0.936223 14.550781
12562 18 8 12
-0.321386 0.375609 -0.869269 15.269906
14610 18 8 14
0.180201 0.285763 -0.941205 8.505424
11570 18 9 11
0.139961 -0.667938 0.730937 12.955980
16754 18 11 16
0.487712 0.828530 -0.275091 9.795517
14738 18 12 14
0.787631 0.326105 0.522774 11.248050
15762 18 12 15
0.977143 0.041041 0.208583 13.458313
16786 18 12 16
0.975038 0.039785 -0.218447 13.409018
17810 18 12 17
0.861140 0.137755 -0.489348 10.742763
18834 18 12 18
0.785366 0.141708 -0.602594 6.999207
17842 18 13 17
0.773174 -0.463461 -0.432904 8.798910
12786 18 15 12
-0.368873 -0.756454 0.540102 7.183461
23026 18 15 22
0.758367 0.319494 -0.568158 9.767323
14866 18 16 14
0.975667 0.058851 0.211211 8.830929
15890 18 16 15
0.933195 0.318679 -0.166104 8.673357
19986 18 16 19
0.851184 0.515488 -0.098783 9.164233
23058 18 16 22
0.877386 0.453746 -0.155913 11.210412
14898 18 17 14
0.755601 -0.445652 0.480064 7.645259
18994 18 17 18
0.841322 0.511582 0.174530 13.067249
21042 18 17 20
0.512723 0.840332 0.175947 12.213465
23090 18 17 22
0.552689 0.831917 0.049496 14.702359
16978 18 18 16
0.082289 0.979252 0.185189 14.951395
21074 18 18 20
0.156711 0.701151 0.695578 15.680645
24146 18 18 23
0.013417 0.738403 -0.674226 17.612652
25170 18 18 24
0.586212 0.230132 -0.776785 14.627811
26194 18 18 25
0.751319 0.226466 -0.619865 9.682419
15986 18 19 15
-0.010091 -0.281526 0.959500 11.079529
17010 18 19 16
0.094268 -0.610928 0.786054 16.136959
18034 18 19 17
-0.184098 0.420943 -0.888209 15.612105
20082 18 19 19
-0.570117 0.565797 0.595685 15.201429
21106 18 19 20
-0.634688 0.470021 0.613393 16.876806
25202 18 19 24
0.349592 -0.465072 -0.813323 13.385533
19090 18 20 18
-0.959350 -0.051527 0.277475 15.591484
20114 18 20 19
-0.437922 0.427441 0.790897 16.585007
21138 18 20 20
-0.261510 0.503176 0.823666 18.738092
22162 18 20 21
-0.684283 0.366246 0.630571 20.223684
23186 18 20 22
-0.118621 -0.739008 -0.663171 19.366295
21170 18 21 20
0.490287 -0.702227 0.516233 18.029776
25266 18 21 24
0.007239 0.038239 -0.999242 12.493036
16082 18 22 15
-0.462731 -0.606805 0.646273 9.245171
17106 18 22 16
-0.698174 -0.713551 -0.058283 11.321902
23250 18 22 22
-0.684341 0.400397 -0.609392 17.721266
24306 18 23 23
-0.341020 -0.593146 -0.729303 13.093228
21266 18 24 20
0.204497 -0.799343 0.565005 6.689973
22290 18 24 21
0.118548 -0.962597 0.243624 9.489056
11475 19 6 11
-0.174314 0.980354 0.092302 7.545211
10483 19 7 10
-0.052057 0.209800 0.976357 7.867805
11507 19 7 11
-0.419576 0.800329 0.428287 12.638826
11539 19 8 11
-0.555789 0.207767 0.804942 14.261460
14611 19 8 14
0.102195 0.025472 -0.994438 9.433393
11571 19 9 11
-0.092225 -0.752847 0.651703 13.179152
13619 19 9 13
0.042576 -0.693091 -0.719591 12.534529
14707 19 11 14
0.210245 0.917770 0.336892 9.836769
14739 19 12 14
0.536886 0.683798 0.494139 15.332494
15763 19 12 15
0.524648 0.794811 0.304991 16.766268
17811 19 12 17
0.215862 0.458017 -0.862336 14.056164
18835 19 12 18
0.446845 0.429121 -0.784974 10.318999
19859 19 12 19
0.740936 0.497431 -0.451195 7.329205
14771 19 13 14
0.975571 0.043869 0.215258 17.126097
16819 19 13 16
0.775285 -0.359632 -0.519229 17.181923
17843 19 13 17
0.431922 -0.455363 -0.778517 13.332503
14803 19 14 14
0.838437 -0.541468 0.061941 15.834878
15827 19 14 15
0.813103 -0.580636 -0.041532 15.864536
16851 19 14 16
0.683451 -0.555192 -0.473979 14.460001
21971 19 14 21
0.746274 0.531433 -0.400817 16.033092
19955 19 15 19
0.881506 0.190100 0.432214 13.897317
20979 19 15 20
0.943943 -0.106672 0.312398 16.705427
22003 19 15 21
0.883506 -0.280443 -0.375192 16.908182
14867 19 16 14
0.993208 -0.037584 -0.110117 13.962368
15891 19 16 15
0.991544 0.085452 -0.097663 12.952116
16915 19 16 16
0.954877 0.191510 0.227009 13.805467
25107 19 16 24
0.745303 0.639229 -0.189501 11.444833
14899 19 17 14
0.640187 -0.740690 0.203811 11.744426
16947 19 17 16
0.955052 0.104439 0.277431 14.011781
18995 19 17 18
0.601703 0.703747 0.377748 16.497938
20019 19 17 19
0.665123 0.602575 -0.441038 15.971333
24115 19 17 23
0.673465 0.722748 -0.155179 16.387999
16979 19 18 16
0.466455 0.863019 0.193953 15.969388
19027 19 18 18
0.871129 -0.280990 0.402714 17.145386
20051 19 18 19
0.927422 -0.224026 -0.299499 17.175983
22099 19 18 21
0.584580 -0.048957 0.809858 18.096380
23123 19 18 22
-0.364532 0.281643 -0.887577 18.098988
25171 19 18 24
0.722082 0.447330 -0.527725 16.925241
26195 19 18 25
0.605630 0.545847 -0.579019 14.898157
17011 19 19 16
0.094274 -0.876381 0.472301 16.474539
23155 19 19 22
-0.739921 0.561759 -0.370059 18.819044
24179 19 19 23
-0.380774 -0.318933 -0.867925 16.751265
25203 19 19 24
0.513420 -0.851608 -0.105664 15.393741
26227 19 19 25
0.801575 -0.540982 -0.254589 14.666766
27251 19 19 26
0.732344 -0.292051 -0.615125 10.985408
19091 19 20 18
0.736225 -0.370896 0.566047 15.329347
22163 19 20 21
-0.576617 0.563520 0.591572 19.223038
23187 19 20 22
-0.258790 -0.476449 -0.840252 19.148870
21171 19 21 20
-0.097844 0.195963 0.975718 19.318346
22195 19 21 21
0.024659 -0.662002 -0.749097 19.264622
25267 19 21 24
0.330833 0.075969 -0.940626 13.165364
17107 19 22 16
-0.733256 -0.672929 0.097479 6.359901
19155 19 22 18
0.352441 -0.679362 0.643625 11.689889
20179 19 22 19
0.362394 -0.786277 0.500439 15.290747
21203 19 22 20
0.315701 -0.923361 0.218490 17.128506
20211 19 23 19
0.082608 -0.906412 0.414238 9.373468
21235 19 23 20
-0.126614 -0.911229 0.391958 12.015179
23283 19 23 22
-0.520256 -0.771697 -0.365811 13.780310
24307 19 23 23
-0.295859 -0.763287 -0.574335 10.114536
21267 19 24 20
-0.346264 -0.858739 0.377714 6.219125
11508 20 7 11
-0.366654 0.772539 0.518410 10.788614
12532 20 7 12
0.007123 0.995487 0.094630 11.863103
13556 20 7 13
-0.081393 0.914857 -0.395490 11.282521
13588 20 8 13
0.169138 0.363770 -0.916004 14.408270
11572 20 9 11
-0.095739 -0.401955 0.910640 12.570430
13620 20 9 13
0.175005 -0.658088 -0.732321 13.104600
16756 20 11 16
0.271342 0.960170 -0.066687 13.489249
17780 20 11 17
0.577748 0.773445 -0.260749 12.228474
14740 20 12 14
0.182197 0.861496 0.473950 17.139677
15764 20 12 15
0.313705 0.920158 0.234304 17.908516
16788 20 12 16
0.370894 0.825438 -0.425547 17.898970
12724 20 13 12
0.497653 0.506017 0.704477 12.511942
13748 20 13 13
0.087778 0.613321 0.784941 16.753016
16820 20 13 16
0.464252 -0.375624 -0.802108 18.592014
17844 20 13 17
0.653537 -0.194626 -0.731444 15.735048
19892 20 13 19
0.832299 0.477063 0.282293 14.604788
20916 20 13 20
0.612691 0.776836 0.145384 15.907104
21940 20 13 21
0.182562 0.736957 -0.650819 14.083982
12756 20 14 12
0.525414 -0.041300 0.849844 14.506002
13780 20 14 13
0.452479 -0.697562 -0.555581 17.455034
16852 20 14 16
0.291288 -0.697800 -0.654390 16.814842
18900 20 14 18
0.925219 0.233582 0.299015 14.949020
19924 20 14 19
0.825129 0.365185 0.431048 16.365051
12788 20 15 12
0.423680 -0.289231 0.858394 12.729734
13812 20 15 13
0.957406 -0.112319 0.266003 17.057743
15860 20 15 15
0.710622 -0.692572 0.123935 15.786149
23028 20 15 22
0.468422 0.382514 -0.796407 16.226175
24052 20 15 23
0.417240 0.772270 -0.479071 11.206359
13844 20 16 13
0.513327 -0.494622 0.701316 16.303766
16916 20 16 16
0.747806 0.265864 0.608360 17.502699
17940 20 16 17
0.657649 -0.040291 -0.752246 17.291870
18964 20 16 18
0.709997 0.391780 0.585161 16.515676
19988 20 16 19
0.704204 -0.034492 0.709159 17.676212
21012 20 16 20
0.761254 -0.532878 0.369504 18.909807
22036 20 16 21
0.992286 -0.111881 0.053391 19.791597
23060 20 16 22
0.749864 0.440919 -0.493249 18.527754
24084 20 16 23
0.524892 0.821142 -0.224086 16.405767
25108 20 16 24
0.501822 0.862970 -0.058802 16.033625
26132 20 16 25
0.578322 0.692230 -0.431695 14.549328
27156 20 16 26
0.532259 0.583717 -0.613167 10.390572
13876 20 17 13
0.362403 -0.698586 0.616962 12.421273
16948 20 17 16
0.896408 -0.414813 0.156147 16.847481
23092 20 17 22
0.917456 -0.210760 -0.337423 19.674246
24116 20 17 23
0.923794 0.021003 -0.382314 18.633881
27188 20 17 26
0.718073 -0.009627 -0.695901 12.341215
15956 20 18 15
0.746288 0.211982 0.630966 16.353264
18004 20 18 17
-0.229035 0.901609 0.366939 16.622496
20052 20 18 19
-0.619880 0.729698 -0.288600 18.611319
21076 20 18 20
0.272785 0.959347 0.072406 18.321379
25172 20 18 24
-0.021078 0.608249 -0.793467 17.544653
15988 20 19 15
0.247226 -0.832315 0.496116 14.111055
18036 20 19 17
-0.516281 -0.569268 0.639834 16.686728
19060 20 19 18
0.357144 0.084110 0.930254 18.417164
20084 20 19 19
0.836406 -0.292610 -0.463470 18.462898
21108 20 19 20
0.588753 -0.704733 -0.395881 17.405802
25204 20 19 24
0.405989 -0.510011 0.758328 17.306450
26228 20 19 25
0.724668 -0.171221 -0.667487 18.143917
27252 20 19 26
0.277874 -0.076699 -0.957551 15.329692
28276 20 19 27
0.282409 -0.113525 -0.952553 8.430936
19092 20 20 18
0.786554 -0.243512 0.567481 18.111872
20116 20 20 19
0.941328 -0.011755 -0.337287 18.204990
23188 20 20 22
-0.893675 0.347356 -0.284058 17.621561
24212 20 20 23
0.329769 0.497235 -0.802502 16.387245
26260 20 20 25
0.883925 -0.460264 -0.082664 16.521034
22196 20 21 21
-0.643065 0.021508 -0.765510 18.707794
26292 20 21 25
0.966635 -0.250535 0.053375 15.081201
27316 20 21 26
0.780571 0.225352 -0.583031 13.499100
19156 20 22 18
-0.249936 -0.902303 0.351256 12.055853
21204 20 22 20
-0.341356 -0.881077 0.327383 16.359829
22228 20 22 21
-0.298222 -0.915467 -0.270157 16.809288
24276 20 22 23
0.196458 -0.962819 -0.185431 15.935591
27348 20 22 26
0.999760 -0.020522 -0.007721 14.665720
29396 20 22 28
0.577556 0.542021 -0.610444 9.615493
23284 20 23 22
-0.383434 -0.908554 -0.165856 10.846574
27380 20 23 26
0.754870 -0.595937 0.273918 12.286185
28404 20 23 27
0.832726 -0.548507 -0.075543 13.210291
29428 20 23 28
0.658069 -0.395556 -0.640687 10.565040
11509 21 7 11
-0.461125 0.701729 0.543084 8.692177
12533 21 7 12
-0.388502 0.918227 0.076979 10.658813
11541 21 8 11
-0.408871 0.254000 0.876532 11.384946
11573 21 9 11
-0.099518 0.127862 0.986787 12.296028
12597 21 9 12
0.425322 -0.054429 0.903404 15.561580
13621 21 9 13
0.246964 -0.490211 -0.835884 14.255647
11605 21 10 11
0.338833 -0.293136 0.894015 11.902987
12629 21 10 12
0.859499 -0.464201 -0.213960 14.604651
18773 21 10 18
0.710304 0.601636 0.365380 13.645262
19797 21 10 19
0.877321 0.434895 -0.202913 14.471325
20821 21 10 20
0.696011 0.291474 -0.656210 10.823061
12661 21 11 12
0.877591 -0.382656 0.288804 12.465203
17781 21 11 17
0.382804 0.877506 0.288866 15.045053
18805 21 11 18
0.914450 0.352677 0.198496 16.325506
19829 21 11 19
0.894064 0.095675 -0.437603 15.803335
13717 21 12 13
0.241386 0.603675 0.759809 14.885501
14741 21 12 14
-0.593696 0.744627 0.305050 16.493002
15765 21 12 15
-0.759650 0.625656 0.177444 16.924112
19861 21 12 19
0.948919 0.016328 -0.315098 16.068468
20885 21 12 20
0.752891 0.540265 -0.375857 15.190716
21909 21 12 21
0.550836 0.306568 -0.776270 12.158806
11701 21 13 11
0.184491 0.150935 0.971175 9.398488
12725 21 13 12
0.047591 0.596092 0.801505 14.466664
14773 21 13 14
0.020303 -0.571350 0.820456 17.029831
15797 21 13 15
-0.636781 0.197786 0.745245 17.902859
17845 21 13 17
0.856516 -0.399994 -0.326169 19.131208
20917 21 13 20
-0.448980 0.873532 -0.188040 16.684669
12757 21 14 12
-0.342415 -0.052210 0.938097 15.411202
15829 21 14 15
0.234597 -0.791013 0.565032 17.560961
18901 21 14 18
0.991975 -0.105023 0.070398 17.928352
19925 21 14 19
0.696732 0.644201 0.315546 17.934185
21973 21 14 21
-0.389982 0.761041 -0.518392 18.144785
22997 21 14 22
-0.013363 0.678361 -0.734607 13.619051
12789 21 15 12
0.000307 -0.243571 0.969883 14.394823
15861 21 15 15
0.479941 -0.650220 0.588957 16.640575
17909 21 15 17
0.861367 0.456226 -0.223393 17.410980
22005 21 15 21
-0.932033 0.019883 -0.361828 19.833803
23029 21 15 22
-0.326056 0.349296 -0.878453 17.100191
26101 21 15 25
-0.213331 0.922449 -0.321834 7.836568
13845 21 16 13
0.067331 -0.797961 0.598937 17.108589
16917 21 16 16
-0.220649 0.399795 0.889651 18.239140
17941 21 16 17
-0.071137 -0.242485 -0.967544 17.507561
21013 21 16 20
-0.697095 -0.180451 0.693900 19.362753
23061 21 16 22
-0.441667 0.712156 -0.545678 19.354017
25109 21 16 24
-0.394403 0.916742 0.063491 16.278044
26133 21 16 25
-0.326768 0.889783 -0.318604 15.621754
27157 21 16 26
-0.179559 0.827928 -0.531314 12.214338
28181 21 16 27
-0.015891 0.644872 -0.764126 7.038315
13877 21 17 13
0.113827 -0.641804 0.758374 14.234016
16949 21 17 16
0.332983 -0.920538 0.204283 18.009750
20021 21 17 19
-0.157089 -0.867888 0.471267 17.902655
22069 21 17 21
-0.363497 -0.590362 0.720654 20.362343
23093 21 17 22
-0.384961 -0.700001 -0.601501 20.886576
24117 21 17 23
-0.640862 -0.344695 -0.685916 18.814993
26165 21 17 25
0.257419 -0.617120 -0.743571 17.922600
27189 21 17 26
0.097165 -0.111006 -0.989058 15.443930
28213 21 17 27
0.128929 0.052304 -0.990273 9.726859
14933 21 18 14
0.120602 0.071546 0.990119 16.344995
15957 21 18 15
-0.978196 -0.198511 0.061043 17.378536
16981 21 18 16
-0.528597 -0.742489 -0.411455 16.722330
18005 21 18 17
-0.510107 -0.859863 0.020623 15.892487
19029 21 18 18
-0.818786 -0.446434 0.360951 16.569706
21077 21 18 20
-0.957687 -0.279341 0.069318 15.999590
22101 21 18 21
-0.661820 -0.746104 0.072961 16.701618
24149 21 18 23
-0.588940 -0.793711 0.152222 15.659971
14965 21 19 14
0.064231 -0.964523 0.256067 13.361539
15989 21 19 15
-0.409408 -0.909303 -0.074520 13.739544
17013 21 19 16
-0.631425 -0.771907 -0.073904 12.968303
21109 21 19 20
-0.991247 0.062979 -0.116032 15.566396
22133 21 19 21
-0.937103 -0.075469 -0.340797 14.675537
25205 21 19 24
-0.909142 0.121629 0.398332 16.001793
28277 21 19 27
-0.034731 -0.071020 -0.996870 9.447984
19093 21 20 18
-0.930491 0.184494 0.316463 16.834330
20117 21 20 19
-0.964057 0.265663 -0.004098 17.757029
24213 21 20 23
-0.647128 0.595189 0.476419 15.895632
26261 21 20 25
-0.960308 -0.079956 -0.267237 16.385624
18101 21 21 17
-0.388729 -0.529106 0.754279 13.416399
19125 21 21 18
-0.724678 -0.675442 0.136452 15.622997
20149 21 21 19
-0.664270 -0.675118 0.320876 16.892534
21173 21 21 20
-0.949751 -0.312307 0.020937 18.180897
26293 21 21 25
-0.935597 -0.229976 -0.267898 15.932202
27317 21 21 26
-0.559507 0.537779 -0.630671 15.004107
22229 21 22 21
-0.647811 -0.708715 -0.279399 13.972979
24277 21 22 23
-0.465015 -0.762941 0.449091 15.450812
28373 21 22 27
-0.142698 0.762455 -0.631109 15.915535
24309 21 23 23
-0.237377 -0.957075 0.166311 8.734249
25333 21 23 24
-0.015119 -0.989547 0.143413 9.683985
26357 21 23 25
-0.048896 -0.832859 0.551321 11.861183
28405 21 23 27
-0.382385 -0.904843 -0.187194 14.906591
29429 21 23 28
-0.297580 -0.582307 -0.756548 11.994216
30453 21 23 29
-0.140467 -0.279494 -0.949817 5.936289
27413 21 24 26
-0.102482 -0.986294 0.129309 8.377416
28437 21 24 27
-0.220335 -0.962877 -0.155947 8.163008
12566 22 8 12
-0.108477 0.663735 0.740060 13.671157
13590 22 8 13
0.246945 0.815352 -0.523659 14.459150
13622 22 9 13
0.175409 -0.377470 -0.909257 15.076642
19766 22 9 19
0.306837 0.934552 0.180177 13.611555
20790 22 9 20
0.465492 0.665506 -0.583454 12.016489
11606 22 10 11
-0.080651 -0.117725 0.989766 12.787713
14678 22 10 14
0.475055 0.794665 -0.377928 13.667296
15702 22 10 15
0.022498 0.947176 -0.319925 12.001070
16726 22 10 16
-0.006246 0.997323 -0.072861 10.837289
17750 22 10 17
0.000930 0.835313 0.549774 12.132755
18774 22 10 18
0.103770 0.623487 0.774916 16.562090
19798 22 10 19
0.741889 0.375410 -0.555579 18.372034
12662 22 11 12
0.092429 -0.725332 0.682165 14.899153
13686 22 11 13
0.966501 -0.247340 -0.068546 15.877788
14710 22 11 14
0.815322 -0.108875 -0.568679 15.331334
15734 22 11 15
0.509024 0.681614 -0.525640 14.515741
21878 22 11 21
0.604573 0.569008 -0.557424 14.070655
16790 22 12 16
0.089097 0.687005 0.721170 17.818325
17814 22 12 17
-0.458875 0.888493 0.003683 19.427877
18838 22 12 18
-0.728960 -0.044579 -0.683103 18.339699
19862 22 12 19
0.021332 -0.903667 -0.427704 17.204672
20886 22 12 20
0.782227 -0.591217 -0.196428 16.976593
21910 22 12 21
0.295661 -0.393455 -0.870504 14.811591
11702 22 13 11
-0.232141 0.003147 0.972677 8.986846
12726 22 13 12
0.038812 0.162146 0.986003 14.326596
13750 22 13 13
0.745265 0.176587 0.642960 16.724207
14774 22 13 14
0.624643 0.773980 0.103809 17.886900
16822 22 13 16
-0.555887 -0.630818 0.541348 17.863892
17846 22 13 17
-0.767213 -0.640248 -0.038301 19.391340
14806 22 14 14
0.663349 -0.524949 0.533289 17.721445
15830 22 14 15
-0.338365 -0.260032 -0.904374 17.387505
18902 22 14 18
-0.923460 0.096088 -0.371467 17.612846
19926 22 14 19
-0.682845 0.714042 0.154485 17.401566
20950 22 14 20
-0.656178 0.671973 -0.343341 17.128405
22998 22 14 22
-0.175908 0.803111 -0.569271 12.686067
24022 22 14 23
-0.068281 0.666776 -0.742124 7.851878
12790 22 15 12
-0.064756 -0.062258 0.995957 14.131216
13814 22 15 13
-0.109437 0.758118 -0.642869 16.557100
15862 22 15 15
-0.679292 -0.553817 -0.481507 16.199503
17910 22 15 17
-0.858563 0.323502 0.397764 17.643591
20982 22 15 20
-0.836995 -0.172376 -0.519351 18.067471
24054 22 15 23
-0.175880 0.511356 -0.841178 11.708353
12822 22 16 12
-0.062778 -0.402529 0.913252 12.271765
13846 22 16 13
-0.653643 -0.756669 -0.014271 16.406343
14870 22 16 14
-0.760081 -0.533484 -0.371041 15.051402
15894 22 16 15
-0.916409 -0.330985 0.225041 14.805257
17942 22 16 17
0.316787 0.027958 -0.948085 17.806580
21014 22 16 20
-0.717527 0.219074 -0.661182 18.019058
13878 22 17 13
